Sat1.Mars2000Eq.X   Sat1.Mars2000Eq.Y   Sat1.Mars2000Eq.VX   Sat1.Mars2000Eq.VY   Sat2.Mars2000Eq.X   Sat2.Mars2000Eq.Y   Sat2.Mars2000Eq.VX   Sat2.Mars2000Eq.VY   
-1.302e+04          8011                -1.369               -0.4206              1.428e+04           5464                -0.5983              1.563                
-1.302e+04          8011                -1.369               -0.4206              1.364e+04           6905                -0.7561              1.493                
-1.302e+04          8011                -1.369               -0.4206              1.285e+04           8272                -0.9059              1.408                
-1.302e+04          8011                -1.369               -0.4206              1.193e+04           9552                -1.046               1.307                
-1.302e+04          8011                -1.369               -0.4206              1.089e+04           1.073e+04           -1.175               1.192                
-1.302e+04          8011                -1.369               -0.4206              9724                1.179e+04           -1.292               1.065                
-1.302e+04          8011                -1.369               -0.4206              8458                1.273e+04           -1.394               0.9263               
-1.302e+04          8011                -1.369               -0.4206              7102                1.354e+04           -1.482               0.7778               
-1.302e+04          8011                -1.369               -0.4206              5670                1.42e+04            -1.554               0.6211               
-1.302e+04          8011                -1.369               -0.4206              4179                1.47e+04            -1.61                0.4577               
-1.302e+04          8011                -1.369               -0.4206              2642                1.506e+04           -1.649               0.2895               
-1.302e+04          8011                -1.369               -0.4206              1078                1.525e+04           -1.67                0.1182               
-1.302e+04          8011                -1.369               -0.4206              -498                1.528e+04           -1.673               -0.0544              
-1.302e+04          8011                -1.369               -0.4206              -2069               1.515e+04           -1.658               -0.2264              
-1.302e+04          8011                -1.369               -0.4206              -3617               1.485e+04           -1.626               -0.3959              
-1.302e+04          8011                -1.369               -0.4206              -5127               1.44e+04            -1.577               -0.5613              
-1.302e+04          8011                -1.369               -0.4206              -6583               1.38e+04            -1.511               -0.7207              
-1.302e+04          8011                -1.369               -0.4206              -7969               1.305e+04           -1.428               -0.8724              
-1.302e+04          8011                -1.369               -0.4206              -9270               1.216e+04           -1.331               -1.015               
-1.302e+04          8011                -1.369               -0.4206              -1.047e+04          1.114e+04           -1.219               -1.147               
-1.302e+04          8011                -1.369               -0.4206              -1.156e+04          9999                -1.095               -1.266               
-1.302e+04          8011                -1.369               -0.4206              -1.253e+04          8756                -0.9586              -1.372               
-1.302e+04          8011                -1.369               -0.4206              -1.337e+04          7419                -0.8122              -1.463               
-1.302e+04          8011                -1.369               -0.4206              -1.406e+04          6003                -0.6572              -1.539               
-1.302e+04          8011                -1.369               -0.4206              -1.46e+04           4523                -0.4952              -1.599               
-1.302e+04          8011                -1.369               -0.4206              -1.499e+04          2995                -0.3279              -1.641               
-1.302e+04          8011                -1.369               -0.4206              -1.522e+04          1436                -0.1572              -1.666               
-1.302e+04          8011                -1.369               -0.4206              -1.529e+04          -139.3              0.01528              -1.674               
-1.302e+04          8011                -1.369               -0.4206              -1.519e+04          -1713               0.1875               -1.663               
-1.302e+04          8011                -1.369               -0.4206              -1.493e+04          -3268               0.3578               -1.635               
-1.302e+04          8011                -1.369               -0.4206              -1.452e+04          -4788               0.5243               -1.59                
-1.302e+04          8011                -1.369               -0.4206              -1.395e+04          -6258               0.6852               -1.527               
-1.302e+04          8011                -1.369               -0.4206              -1.323e+04          -7660               0.8388               -1.448               
-1.302e+04          8011                -1.369               -0.4206              -1.237e+04          -8982               0.9835               -1.354               
-1.302e+04          8011                -1.369               -0.4206              -1.138e+04          -1.021e+04          1.118                -1.246               
-1.302e+04          8011                -1.369               -0.4206              -1.027e+04          -1.133e+04          1.24                 -1.124               
-1.302e+04          8011                -1.369               -0.4206              -9047               -1.232e+04          1.349                -0.9906              
-1.302e+04          8011                -1.369               -0.4206              -7730               -1.319e+04          1.444                -0.8464              
-1.302e+04          8011                -1.369               -0.4206              -6331               -1.391e+04          1.524                -0.6932              
-1.302e+04          8011                -1.369               -0.4206              -4865               -1.449e+04          1.587                -0.5326              
-1.302e+04          8011                -1.369               -0.4206              -3347               -1.492e+04          1.633                -0.3664              
-1.302e+04          8011                -1.369               -0.4206              -1793               -1.518e+04          1.662                -0.1963              
-1.302e+04          8011                -1.369               -0.4206              -220.6              -1.528e+04          1.674                -0.02408             
-1.302e+04          8011                -1.369               -0.4206              1354                -1.523e+04          1.667                0.1484               
-1.302e+04          8011                -1.369               -0.4206              2915                -1.501e+04          1.643                0.3193               
-1.302e+04          8011                -1.369               -0.4206              4445                -1.463e+04          1.601                0.4868               
-1.302e+04          8011                -1.369               -0.4206              5927                -1.409e+04          1.543                0.6491               
-1.302e+04          8011                -1.369               -0.4206              7347                -1.34e+04           1.468                0.8045               
-1.302e+04          8011                -1.369               -0.4206              8688                -1.258e+04          1.377                0.9514               
-1.302e+04          8011                -1.369               -0.4206              9937                -1.162e+04          1.272                1.088                
-1.302e+04          8011                -1.369               -0.4206              1.108e+04           -1.053e+04          1.153                1.213                
-1.302e+04          8011                -1.369               -0.4206              1.211e+04           -9333               1.022                1.326                
-1.302e+04          8011                -1.369               -0.4206              1.3e+04             -8037               0.88                 1.424                
-1.302e+04          8011                -1.369               -0.4206              1.376e+04           -6655               0.7287               1.507                
-1.302e+04          8011                -1.369               -0.4206              1.437e+04           -5203               0.5697               1.574                
-1.302e+04          8011                -1.369               -0.4206              1.483e+04           -3695               0.4045               1.624                
-1.302e+04          8011                -1.369               -0.4206              1.513e+04           -2148               0.2351               1.657                
-1.302e+04          8011                -1.369               -0.4206              1.527e+04           -578.2              0.06322              1.673                
-1.302e+04          8011                -1.369               -0.4206              1.525e+04           997.7               -0.1094              1.67                 
-1.302e+04          8011                -1.369               -0.4206              1.507e+04           2563                -0.2808              1.65                 
-1.302e+04          8011                -1.369               -0.4206              1.472e+04           4101                -0.4492              1.613                
-1.302e+04          8011                -1.369               -0.4206              1.422e+04           5595                -0.6129              1.558                
-1.302e+04          8011                -1.369               -0.4206              1.357e+04           7030                -0.77                1.486                
-1.302e+04          8011                -1.369               -0.4206              1.278e+04           8390                -0.919               1.399                
-1.302e+04          8011                -1.369               -0.4206              1.184e+04           9661                -1.058               1.297                
-1.302e+04          8011                -1.369               -0.4206              1.079e+04           1.083e+04           -1.186               1.181                
-1.302e+04          8011                -1.369               -0.4206              9614                1.188e+04           -1.301               1.053                
-1.302e+04          8011                -1.369               -0.4206              8339                1.281e+04           -1.403               0.9133               
-1.302e+04          8011                -1.369               -0.4206              6975                1.36e+04            -1.489               0.764                
-1.302e+04          8011                -1.369               -0.4206              5538                1.425e+04           -1.56                0.6066               
-1.302e+04          8011                -1.369               -0.4206              4042                1.474e+04           -1.614               0.4427               
-1.302e+04          8011                -1.369               -0.4206              2502                1.508e+04           -1.651               0.2742               
-1.302e+04          8011                -1.369               -0.4206              936.5               1.526e+04           -1.671               0.1027               
-1.302e+04          8011                -1.369               -0.4206              -639.5              1.527e+04           -1.672               -0.06988             
-1.302e+04          8011                -1.369               -0.4206              -2209               1.513e+04           -1.656               -0.2417              
-1.302e+04          8011                -1.369               -0.4206              -3755               1.482e+04           -1.623               -0.411               
-1.302e+04          8011                -1.369               -0.4206              -5260               1.435e+04           -1.572               -0.5759              
-1.302e+04          8011                -1.369               -0.4206              -6710               1.373e+04           -1.504               -0.7347              
-1.302e+04          8011                -1.369               -0.4206              -8089               1.297e+04           -1.42                -0.8856              
-1.302e+04          8011                -1.369               -0.4206              -9381               1.207e+04           -1.322               -1.027               
-1.302e+04          8011                -1.369               -0.4206              -1.057e+04          1.104e+04           -1.209               -1.158               
-1.302e+04          8011                -1.369               -0.4206              -1.166e+04          9891                -1.083               -1.276               
-1.302e+04          8011                -1.369               -0.4206              -1.261e+04          8638                -0.9459              -1.381               
-1.302e+04          8011                -1.369               -0.4206              -1.343e+04          7293                -0.7986              -1.471               
-1.302e+04          8011                -1.369               -0.4206              -1.411e+04          5871                -0.6429              -1.545               
-1.302e+04          8011                -1.369               -0.4206              -1.464e+04          4387                -0.4803              -1.603               
-1.302e+04          8011                -1.369               -0.4206              -1.502e+04          2856                -0.3127              -1.644               
-1.302e+04          8011                -1.369               -0.4206              -1.523e+04          1294                -0.1417              -1.668               
-1.302e+04          8011                -1.369               -0.4206              -1.528e+04          -281.5              0.03082              -1.673               
-1.302e+04          8011                -1.369               -0.4206              -1.517e+04          -1854               0.203                -1.661               
-1.302e+04          8011                -1.369               -0.4206              -1.49e+04           -3406               0.373                -1.632               
-1.302e+04          8011                -1.369               -0.4206              -1.447e+04          -4923               0.539                -1.585               
-1.302e+04          8011                -1.369               -0.4206              -1.389e+04          -6387               0.6994               -1.521               
-1.302e+04          8011                -1.369               -0.4206              -1.316e+04          -7783               0.8522               -1.441               
-1.302e+04          8011                -1.369               -0.4206              -1.229e+04          -9096               0.9961               -1.345               
-1.302e+04          8011                -1.369               -0.4206              -1.128e+04          -1.031e+04          1.129                -1.236               
-1.302e+04          8011                -1.369               -0.4206              -1.016e+04          -1.142e+04          1.25                 -1.113               
-1.302e+04          8011                -1.369               -0.4206              -8932               -1.241e+04          1.358                -0.978               
-1.302e+04          8011                -1.369               -0.4206              -7607               -1.326e+04          1.452                -0.833               
-1.302e+04          8011                -1.369               -0.4206              -6201               -1.397e+04          1.53                 -0.679               
-1.302e+04          8011                -1.369               -0.4206              -4730               -1.454e+04          1.592                -0.5179              
-1.302e+04          8011                -1.369               -0.4206              -3208               -1.495e+04          1.637                -0.3513              
-1.302e+04          8011                -1.369               -0.4206              -1652               -1.52e+04           1.664                -0.1809              
-1.302e+04          8011                -1.369               -0.4206              -78.41              -1.529e+04          1.674                -0.008583            
-1.302e+04          8011                -1.369               -0.4206              1496                -1.521e+04          1.666                0.1638               
-1.302e+04          8011                -1.369               -0.4206              3054                -1.498e+04          1.64                 0.3344               
-1.302e+04          8011                -1.369               -0.4206              4580                -1.458e+04          1.597                0.5016               
-1.302e+04          8011                -1.369               -0.4206              6058                -1.403e+04          1.537                0.6634               
-1.302e+04          8011                -1.369               -0.4206              7471                -1.334e+04          1.46                 0.8181               
-1.302e+04          8011                -1.369               -0.4206              8805                -1.25e+04           1.368                0.9641               
-1.302e+04          8011                -1.369               -0.4206              1.004e+04           -1.152e+04          1.262                1.1                  
-1.302e+04          8011                -1.369               -0.4206              1.118e+04           -1.043e+04          1.142                1.224                
-1.302e+04          8011                -1.369               -0.4206              1.219e+04           -9221               1.01                 1.335                
-1.302e+04          8011                -1.369               -0.4206              1.308e+04           -7917               0.8668               1.432                
-1.302e+04          8011                -1.369               -0.4206              1.382e+04           -6528               0.7148               1.514                
-1.302e+04          8011                -1.369               -0.4206              1.442e+04           -5070               0.5551               1.579                
-1.302e+04          8011                -1.369               -0.4206              1.487e+04           -3558               0.3895               1.628                
-1.302e+04          8011                -1.369               -0.4206              1.515e+04           -2008               0.2198               1.659                
-1.302e+04          8011                -1.369               -0.4206              1.528e+04           -436.9              0.04777              1.673                
-1.302e+04          8011                -1.369               -0.4206              1.524e+04           1139                -0.1248              1.669                
-1.302e+04          8011                -1.369               -0.4206              1.505e+04           2703                -0.296               1.648                
-1.302e+04          8011                -1.369               -0.4206              1.469e+04           4238                -0.4641              1.608                
-1.302e+04          8011                -1.369               -0.4206              1.417e+04           5727                -0.6272              1.552                
-1.302e+04          8011                -1.369               -0.4206              1.351e+04           7156                -0.7837              1.479                
-1.302e+04          8011                -1.369               -0.4206              1.27e+04            8509                -0.9319              1.391                
-1.302e+04          8011                -1.369               -0.4206              1.175e+04           9772                -1.07                1.287                
-1.302e+04          8011                -1.369               -0.4206              1.069e+04           1.093e+04           -1.197               1.17                 
-1.302e+04          8011                -1.369               -0.4206              9503                1.197e+04           -1.311               1.041                
-1.302e+04          8011                -1.369               -0.4206              8220                1.289e+04           -1.411               0.9002               
-1.302e+04          8011                -1.369               -0.4206              6849                1.367e+04           -1.496               0.7501               
-1.302e+04          8011                -1.369               -0.4206              5406                1.43e+04            -1.566               0.592                
-1.302e+04          8011                -1.369               -0.4206              3905                1.478e+04           -1.618               0.4277               
-1.302e+04          8011                -1.369               -0.4206              2362                1.51e+04            -1.654               0.2588               
-1.302e+04          8011                -1.369               -0.4206              794.8               1.527e+04           -1.672               0.0871               
-1.302e+04          8011                -1.369               -0.4206              -781.2              1.527e+04           -1.672               -0.08548             
-1.302e+04          8011                -1.369               -0.4206              -2349               1.51e+04            -1.654               -0.2572              
-1.302e+04          8011                -1.369               -0.4206              -3892               1.478e+04           -1.619               -0.4261              
-1.302e+04          8011                -1.369               -0.4206              -5393               1.43e+04            -1.566               -0.5905              
-1.302e+04          8011                -1.369               -0.4206              -6838               1.367e+04           -1.497               -0.7487              
-1.302e+04          8011                -1.369               -0.4206              -8209               1.29e+04            -1.412               -0.8988              
-1.302e+04          8011                -1.369               -0.4206              -9493               1.198e+04           -1.312               -1.039               
-1.302e+04          8011                -1.369               -0.4206              -1.068e+04          1.094e+04           -1.198               -1.169               
-1.302e+04          8011                -1.369               -0.4206              -1.175e+04          9782                -1.071               -1.286               
-1.302e+04          8011                -1.369               -0.4206              -1.269e+04          8521                -0.933               -1.39                
-1.302e+04          8011                -1.369               -0.4206              -1.35e+04           7169                -0.7849              -1.478               
-1.302e+04          8011                -1.369               -0.4206              -1.417e+04          5740                -0.6285              -1.551               
-1.302e+04          8011                -1.369               -0.4206              -1.468e+04          4251                -0.4654              -1.608               
-1.302e+04          8011                -1.369               -0.4206              -1.504e+04          2716                -0.2973              -1.647               
-1.302e+04          8011                -1.369               -0.4206              -1.524e+04          1153                -0.1261              -1.669               
-1.302e+04          8011                -1.369               -0.4206              -1.528e+04          -423.2              0.04643              -1.673               
-1.302e+04          8011                -1.369               -0.4206              -1.516e+04          -1995               0.2185               -1.66                
-1.302e+04          8011                -1.369               -0.4206              -1.487e+04          -3544               0.3882               -1.628               
-1.302e+04          8011                -1.369               -0.4206              -1.442e+04          -5057               0.5538               -1.58                
-1.302e+04          8011                -1.369               -0.4206              -1.383e+04          -6515               0.7135               -1.514               
-1.302e+04          8011                -1.369               -0.4206              -1.308e+04          -7904               0.8657               -1.433               
-1.302e+04          8011                -1.369               -0.4206              -1.22e+04           -9210               1.009                -1.336               
-1.302e+04          8011                -1.369               -0.4206              -1.119e+04          -1.042e+04          1.141                -1.225               
-1.302e+04          8011                -1.369               -0.4206              -1.005e+04          -1.151e+04          1.261                -1.101               
-1.302e+04          8011                -1.369               -0.4206              -8815               -1.249e+04          1.368                -0.9654              
-1.302e+04          8011                -1.369               -0.4206              -7482               -1.333e+04          1.46                 -0.8194              
-1.302e+04          8011                -1.369               -0.4206              -6070               -1.403e+04          1.536                -0.6648              
-1.302e+04          8011                -1.369               -0.4206              -4593               -1.458e+04          1.597                -0.5031              
-1.302e+04          8011                -1.369               -0.4206              -3068               -1.497e+04          1.64                 -0.336               
-1.302e+04          8011                -1.369               -0.4206              -1509               -1.521e+04          1.666                -0.1653              
-1.302e+04          8011                -1.369               -0.4206              64.83               -1.529e+04          1.674                0.007047             
-1.302e+04          8011                -1.369               -0.4206              1638                -1.52e+04           1.664                0.1794               
-1.302e+04          8011                -1.369               -0.4206              3195                -1.495e+04          1.637                0.3498               
-1.302e+04          8011                -1.369               -0.4206              4717                -1.454e+04          1.592                0.5165               
-1.302e+04          8011                -1.369               -0.4206              6189                -1.398e+04          1.531                0.6777               
-1.302e+04          8011                -1.369               -0.4206              7596                -1.326e+04          1.453                0.8317               
-1.302e+04          8011                -1.369               -0.4206              8921                -1.241e+04          1.359                0.9769               
-1.302e+04          8011                -1.369               -0.4206              1.015e+04           -1.143e+04          1.251                1.112                
-1.302e+04          8011                -1.369               -0.4206              1.127e+04           -1.032e+04          1.13                 1.235                
-1.302e+04          8011                -1.369               -0.4206              1.228e+04           -9106               0.9971               1.344                
-1.302e+04          8011                -1.369               -0.4206              1.315e+04           -7793               0.8534               1.44                 
-1.302e+04          8011                -1.369               -0.4206              1.388e+04           -6397               0.7005               1.52                 
-1.302e+04          8011                -1.369               -0.4206              1.447e+04           -4934               0.5403               1.584                
-1.302e+04          8011                -1.369               -0.4206              1.49e+04            -3418               0.3743               1.631                
-1.302e+04          8011                -1.369               -0.4206              1.517e+04           -1865               0.2043               1.661                
-1.302e+04          8011                -1.369               -0.4206              1.528e+04           -293.2              0.03211              1.674                
-1.302e+04          8011                -1.369               -0.4206              1.523e+04           1282                -0.1404              1.668                
-1.302e+04          8011                -1.369               -0.4206              1.502e+04           2844                -0.3114              1.645                
-1.302e+04          8011                -1.369               -0.4206              1.465e+04           4375                -0.4791              1.604                
-1.302e+04          8011                -1.369               -0.4206              1.412e+04           5860                -0.6417              1.546                
-1.302e+04          8011                -1.369               -0.4206              1.344e+04           7283                -0.7975              1.472                
-1.302e+04          8011                -1.369               -0.4206              1.262e+04           8628                -0.9448              1.382                
-1.302e+04          8011                -1.369               -0.4206              1.166e+04           9881                -1.082               1.277                
-1.302e+04          8011                -1.369               -0.4206              1.058e+04           1.103e+04           -1.208               1.159                
-1.302e+04          8011                -1.369               -0.4206              9391                1.206e+04           -1.321               1.028                
-1.302e+04          8011                -1.369               -0.4206              8100                1.296e+04           -1.42                0.887                
-1.302e+04          8011                -1.369               -0.4206              6722                1.373e+04           -1.503               0.7361               
-1.302e+04          8011                -1.369               -0.4206              5272                1.435e+04           -1.571               0.5774               
-1.302e+04          8011                -1.369               -0.4206              3767                1.482e+04           -1.622               0.4125               
-1.302e+04          8011                -1.369               -0.4206              2221                1.512e+04           -1.656               0.2433               
-1.302e+04          8011                -1.369               -0.4206              651.9               1.527e+04           -1.672               0.07148              
-1.302e+04          8011                -1.369               -0.4206              -924.3              1.526e+04           -1.671               -0.1011              
-1.302e+04          8011                -1.369               -0.4206              -2491               1.508e+04           -1.651               -0.2726              
-1.302e+04          8011                -1.369               -0.4206              -4031               1.475e+04           -1.615               -0.4412              
-1.302e+04          8011                -1.369               -0.4206              -5527               1.425e+04           -1.561               -0.6051              
-1.302e+04          8011                -1.369               -0.4206              -6965               1.361e+04           -1.49                -0.7626              
-1.302e+04          8011                -1.369               -0.4206              -8330               1.282e+04           -1.403               -0.9119              
-1.302e+04          8011                -1.369               -0.4206              -9605               1.189e+04           -1.302               -1.052               
-1.302e+04          8011                -1.369               -0.4206              -1.078e+04          1.084e+04           -1.187               -1.18                
-1.302e+04          8011                -1.369               -0.4206              -1.184e+04          9673                -1.059               -1.296               
-1.302e+04          8011                -1.369               -0.4206              -1.277e+04          8403                -0.9199              -1.398               
-1.302e+04          8011                -1.369               -0.4206              -1.357e+04          7043                -0.771               -1.486               
-1.302e+04          8011                -1.369               -0.4206              -1.422e+04          5608                -0.614               -1.557               
-1.302e+04          8011                -1.369               -0.4206              -1.472e+04          4114                -0.4504              -1.612               
-1.302e+04          8011                -1.369               -0.4206              -1.507e+04          2576                -0.282               -1.65                
-1.302e+04          8011                -1.369               -0.4206              -1.525e+04          1011                -0.1106              -1.67                
-1.302e+04          8011                -1.369               -0.4206              -1.528e+04          -565.4              0.06201              -1.673               
-1.302e+04          8011                -1.369               -0.4206              -1.514e+04          -2135               0.2339               -1.657               
-1.302e+04          8011                -1.369               -0.4206              -1.484e+04          -3683               0.4034               -1.624               
-1.302e+04          8011                -1.369               -0.4206              -1.438e+04          -5191               0.5685               -1.574               
-1.302e+04          8011                -1.369               -0.4206              -1.377e+04          -6644               0.7276               -1.507               
-1.302e+04          8011                -1.369               -0.4206              -1.301e+04          -8026               0.879                -1.425               
-1.302e+04          8011                -1.369               -0.4206              -1.211e+04          -9323               1.021                -1.326               
-1.302e+04          8011                -1.369               -0.4206              -1.109e+04          -1.052e+04          1.152                -1.214               
-1.302e+04          8011                -1.369               -0.4206              -9947               -1.161e+04          1.271                -1.089               
-1.302e+04          8011                -1.369               -0.4206              -8699               -1.257e+04          1.376                -0.9525              
-1.302e+04          8011                -1.369               -0.4206              -7358               -1.34e+04           1.467                -0.8057              
-1.302e+04          8011                -1.369               -0.4206              -5939               -1.408e+04          1.542                -0.6504              
-1.302e+04          8011                -1.369               -0.4206              -4458               -1.462e+04          1.601                -0.4881              
-1.302e+04          8011                -1.369               -0.4206              -2928               -1.5e+04            1.643                -0.3206              
-1.302e+04          8011                -1.369               -0.4206              -1368               -1.522e+04          1.667                -0.1498              
-1.302e+04          8011                -1.369               -0.4206              207.1               -1.528e+04          1.674                0.02269              
-1.302e+04          8011                -1.369               -0.4206              1780                -1.518e+04          1.662                0.1949               
-1.302e+04          8011                -1.369               -0.4206              3334                -1.492e+04          1.634                0.3651               
-1.302e+04          8011                -1.369               -0.4206              4852                -1.45e+04           1.587                0.5313               
-1.302e+04          8011                -1.369               -0.4206              6319                -1.392e+04          1.524                0.692                
-1.302e+04          8011                -1.369               -0.4206              7718                -1.319e+04          1.445                0.8452               
-1.302e+04          8011                -1.369               -0.4206              9036                -1.233e+04          1.35                 0.9895               
-1.302e+04          8011                -1.369               -0.4206              1.026e+04           -1.133e+04          1.241                1.123                
-1.302e+04          8011                -1.369               -0.4206              1.137e+04           -1.022e+04          1.119                1.245                
-1.302e+04          8011                -1.369               -0.4206              1.236e+04           -8991               0.9845               1.354                
-1.302e+04          8011                -1.369               -0.4206              1.322e+04           -7670               0.8398               1.448                
-1.302e+04          8011                -1.369               -0.4206              1.394e+04           -6268               0.6863               1.527                
-1.302e+04          8011                -1.369               -0.4206              1.451e+04           -4799               0.5254               1.589                
-1.302e+04          8011                -1.369               -0.4206              1.493e+04           -3279               0.359                1.635                
-1.302e+04          8011                -1.369               -0.4206              1.519e+04           -1724               0.1887               1.663                
-1.302e+04          8011                -1.369               -0.4206              1.528e+04           -150.8              0.01645              1.674                
-1.302e+04          8011                -1.369               -0.4206              1.522e+04           1424                -0.156               1.667                
-1.302e+04          8011                -1.369               -0.4206              1.499e+04           2983                -0.3268              1.642                
-1.302e+04          8011                -1.369               -0.4206              1.46e+04            4511                -0.4941              1.599                
-1.302e+04          8011                -1.369               -0.4206              1.406e+04           5991                -0.6561              1.54                 
-1.302e+04          8011                -1.369               -0.4206              1.337e+04           7407                -0.8113              1.464                
-1.302e+04          8011                -1.369               -0.4206              1.254e+04           8745                -0.9577              1.373                
-1.302e+04          8011                -1.369               -0.4206              1.157e+04           9989                -1.094               1.267                
-1.302e+04          8011                -1.369               -0.4206              1.048e+04           1.113e+04           -1.219               1.148                
-1.302e+04          8011                -1.369               -0.4206              9278                1.215e+04           -1.33                1.016                
-1.302e+04          8011                -1.369               -0.4206              7978                1.304e+04           -1.428               0.8738               
-1.302e+04          8011                -1.369               -0.4206              6593                1.379e+04           -1.51                0.7221               
-1.302e+04          8011                -1.369               -0.4206              5138                1.44e+04            -1.576               0.5627               
-1.302e+04          8011                -1.369               -0.4206              3628                1.485e+04           -1.626               0.3974               
-1.302e+04          8011                -1.369               -0.4206              2079                1.514e+04           -1.658               0.2279               
-1.302e+04          8011                -1.369               -0.4206              509.2               1.528e+04           -1.673               0.05592              
-1.302e+04          8011                -1.369               -0.4206              -1066               1.525e+04           -1.67                -0.1166              
-1.302e+04          8011                -1.369               -0.4206              -2631               1.506e+04           -1.649               -0.2879              
-1.302e+04          8011                -1.369               -0.4206              -4167               1.471e+04           -1.61                -0.4562              
-1.302e+04          8011                -1.369               -0.4206              -5660               1.42e+04            -1.555               -0.6196              
-1.302e+04          8011                -1.369               -0.4206              -7092               1.354e+04           -1.483               -0.7764              
-1.302e+04          8011                -1.369               -0.4206              -8449               1.274e+04           -1.395               -0.9249              
-1.302e+04          8011                -1.369               -0.4206              -9716               1.18e+04            -1.292               -1.064               
-1.302e+04          8011                -1.369               -0.4206              -1.088e+04          1.074e+04           -1.176               -1.191               
-1.302e+04          8011                -1.369               -0.4206              -1.193e+04          9562                -1.047               -1.306               
-1.302e+04          8011                -1.369               -0.4206              -1.285e+04          8283                -0.9069              -1.407               
-1.302e+04          8011                -1.369               -0.4206              -1.363e+04          6916                -0.7572              -1.493               
-1.302e+04          8011                -1.369               -0.4206              -1.427e+04          5475                -0.5995              -1.563               
-1.302e+04          8011                -1.369               -0.4206              -1.476e+04          3976                -0.4353              -1.616               
-1.302e+04          8011                -1.369               -0.4206              -1.509e+04          2435                -0.2666              -1.652               
-1.302e+04          8011                -1.369               -0.4206              -1.526e+04          868.3               -0.09503             -1.671               
-1.302e+04          8011                -1.369               -0.4206              -1.527e+04          -707.8              0.07755              -1.672               
