32	53	75	90	92	80	60	42	39	31	21	12	6	8	21	46	88	143	198	235	238	206	152	96	52	67	113	164	203	215	195	150	99	56	27	11	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	14	9
17	28	40	47	49	42	31	20	17	13	9	5	2	8	20	46	87	141	196	232	235	203	150	95	66	75	86	124	154	163	147	114	75	42	20	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	16	4
7	13	18	21	22	19	14	9	6	5	3	2	2	6	17	38	73	119	165	196	198	172	127	84	112	128	124	103	100	106	95	74	48	27	13	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	7	19	2
3	5	7	8	8	7	5	3	2	1	1	0	1	4	12	28	53	86	119	141	143	124	91	122	162	185	180	150	106	64	53	41	27	15	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	6	7	8	8	6	4	2	7	19	6
6	4	3	2	2	2	1	1	0	0	0	0	0	3	7	17	32	53	73	87	88	76	97	151	201	229	223	185	132	80	41	19	12	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	10	15	20	22	21	17	12	7	9	18	18
16	13	8	5	2	1	0	0	0	0	0	0	0	1	4	9	17	28	38	46	46	56	102	159	213	242	236	196	139	84	44	19	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	12	22	34	44	49	46	38	26	15	17	33	42
38	30	20	11	5	2	0	0	0	0	0	0	0	0	1	4	7	12	17	20	23	50	92	144	192	219	213	177	126	76	39	17	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	11	23	42	64	83	92	88	71	49	29	26	52	82
74	58	39	22	10	4	1	0	0	0	0	0	0	0	0	1	3	4	6	8	18	39	71	111	148	169	165	137	97	59	30	13	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	18	38	67	103	133	148	141	114	79	47	35	70	136
124	97	64	36	18	7	2	0	0	0	0	0	0	0	0	0	0	1	2	4	12	26	47	73	98	112	109	90	64	39	20	9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	10	25	52	92	141	183	204	193	157	109	64	40	79	193
176	137	92	52	25	10	3	1	0	0	0	0	0	0	0	0	0	0	0	2	6	14	26	41	55	63	61	51	36	22	11	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	12	29	61	109	165	215	239	227	184	128	76	39	77	234
214	167	111	63	31	12	4	1	0	0	0	0	0	0	0	0	0	0	0	1	3	7	12	20	26	30	29	24	17	10	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	12	29	61	109	166	216	240	228	185	128	76	38	64	243
222	173	115	66	32	13	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	8	11	12	12	10	7	6	6	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	10	25	52	93	142	185	205	195	158	110	65	33	46	216
197	154	102	58	28	11	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	5	9	13	16	18	16	13	8	5	2	1	0	0	0	0	0	0	0	0	0	1	1	1	1	2	7	18	38	68	104	135	150	143	116	80	47	24	27	163
149	116	77	44	21	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	12	20	30	38	41	37	29	19	11	5	2	0	0	0	0	0	0	0	1	2	3	4	5	5	4	4	11	24	42	65	84	94	89	72	50	29	15	14	106
96	75	50	28	14	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	11	23	40	59	75	80	73	58	38	22	10	4	1	0	0	0	0	0	1	3	6	10	13	14	13	11	7	6	12	22	34	45	50	47	38	27	16	8	6	58
53	41	27	15	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	19	39	67	99	125	134	123	96	64	37	18	7	2	0	0	0	0	1	4	9	16	24	31	34	32	26	18	10	5	10	15	20	23	21	17	12	7	3	7	27
25	19	13	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	11	28	56	96	142	178	191	176	138	92	53	26	10	3	1	0	0	1	3	9	18	33	49	64	70	66	53	36	21	10	4	6	8	9	8	6	4	2	2	8	11
10	8	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	5	14	34	68	118	173	217	234	214	168	113	64	31	13	4	1	0	0	2	6	15	32	57	85	110	121	114	92	63	37	18	8	2	2	3	2	2	1	0	2	8	3
3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	6	8	8	7	15	35	71	123	180	227	243	223	175	117	67	33	13	4	1	0	1	3	9	23	47	84	126	163	179	169	135	93	54	27	11	4	1	0	0	0	0	0	2	7	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	12	17	21	22	20	15	31	63	109	161	202	217	199	156	105	60	29	12	4	1	0	1	4	12	29	60	106	160	206	226	213	171	117	69	34	14	5	1	0	0	0	0	0	1	5	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	15	26	38	46	49	44	34	24	48	83	122	154	165	152	119	80	45	22	9	3	1	0	1	4	13	31	65	114	172	222	244	230	185	127	74	37	16	5	1	0	0	0	0	0	1	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	14	29	49	71	88	92	83	64	42	31	54	80	100	107	99	77	52	29	14	6	2	0	0	1	4	12	29	60	105	159	205	225	212	170	117	68	34	14	5	1	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	10	23	47	79	114	141	148	133	103	67	38	30	44	55	60	55	43	29	16	8	3	1	0	0	1	3	9	22	47	83	125	161	178	167	134	92	54	27	11	4	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	14	32	64	109	157	193	204	183	141	92	52	25	21	26	28	26	20	13	7	3	1	0	0	0	0	2	6	15	31	56	84	109	120	112	90	62	36	18	7	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	16	38	76	128	184	227	239	215	165	109	61	29	12	10	11	10	8	5	3	1	0	0	0	0	0	1	3	8	18	32	48	62	69	65	52	35	21	10	4	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	16	38	76	128	185	228	240	216	166	109	61	29	12	4	4	3	2	1	1	0	0	0	0	0	0	0	1	4	9	15	24	30	34	32	25	17	10	5	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	14	33	65	110	158	195	205	185	142	93	52	25	10	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	3	6	10	13	14	13	10	7	4	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	10	24	47	80	116	143	150	135	104	68	38	18	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	4	5	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	15	29	50	72	89	94	84	65	42	24	11	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	8	16	27	38	47	50	45	34	23	12	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	12	17	21	23	20	16	10	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	2	2	3	3	2	1	1	0	0	0	0	0	0	0	1	2	4	6	8	9	8	6	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	3	6	8	9	9	7	5	3	1	0	0	0	0	0	0	0	0	1	2	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5	10	15	21	24	23	19	14	8	4	2	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
11	21	34	45	52	51	42	30	18	9	4	1	2	3	5	5	5	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
22	40	63	84	96	94	79	56	34	18	8	3	6	10	13	15	15	12	8	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
34	63	99	133	153	149	125	89	54	28	12	8	15	24	32	36	35	29	20	12	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
47	86	135	180	207	202	169	120	73	38	17	17	31	48	64	72	70	58	41	25	12	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	25
54	99	156	209	239	233	195	139	85	44	19	29	53	82	109	124	120	99	70	42	22	9	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6	8	25
53	98	154	206	236	231	193	138	84	44	21	43	78	121	160	182	176	146	103	62	32	18	10	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	9	16	22	21
45	83	130	174	199	195	163	116	71	47	47	53	97	151	200	227	220	182	129	78	55	37	21	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	11	21	34	47	15
32	60	94	125	144	140	117	84	77	89	89	75	104	161	214	243	235	195	138	118	93	63	36	17	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	4	5	6	9	20	38	61	85	9
20	37	58	77	88	86	72	91	124	144	143	122	95	147	196	222	215	178	186	172	135	91	52	25	15	9	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	9	13	16	16	14	31	59	96	133	10
